,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec
914,Keylor Navas,CRC,GK,Nott'ham Forest,36,1986,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ecada4fc,0,0,,0.0,0.0,,,,0,,0.0,0.0,265,432,61.3,8792,7004,24,24,100.0,121,122,99.2,120,281,42.7,0.0,0.0,0,6,0,0,3,0.23,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,9,1,468,418,0,468,1,100.0,0,0.0,212,0,1,0,150
915,Wilfred Ndidi,NGA,MFDF,Leicester City,26,1996,23,16,1440,16.0,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.2,9,46,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Matches,6b47c5db,6,2,33.3,0.37,0.12,0.0,0.0,24.0,0,0.03,-0.2,-0.2,695,816,85.2,10636,2610,356,384,92.7,288,325,88.6,27,61,44.3,0.2,-0.1,3,45,0,0,12,0.75,12,0,0,0,0,2,0.13,2,0,0,0,0,0,46,33,25,18,3,12,32.4,25,27,16,33,79,42,3,1005,76,5,1005,8,80.0,2,20.0,513,0,13,7,610
916,Reiss Nelson,ENG,FW,Arsenal,23,1999,7,0,129,1.4,3,2,5,3,0,0,0,0,0.8,0.8,0.6,1.4,14,4,27,2.09,1.4,3.49,2.09,3.49,0.58,0.42,1.0,0.58,1.0,Matches,c5bdb6e3,8,6,75.0,5.58,4.19,0.38,0.5,16.7,1,0.11,2.2,2.2,75,89,84.3,986,140,45,49,91.8,22,26,84.6,3,5,60.0,0.4,1.4,7,1,4,2,16,11.16,11,0,2,1,0,5,3.49,3,0,0,2,0,0,3,1,2,0,1,2,100.0,0,1,1,0,3,1,0,108,2,15,108,5,100.0,0,0.0,74,5,1,8,87
917,Neto,BRA,GK,Bournemouth,33,1989,22,22,1935,21.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,a9dc785c,0,0,,0.0,0.0,,,,0,,0.0,0.0,417,679,61.4,13167,10698,86,88,97.7,140,146,95.9,184,437,42.1,0.0,0.0,0,12,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,0,0,2,100.0,0,0,0,0,2,8,3,731,630,0,731,0,,0,,360,0,1,0,210
918,Pedro Neto,POR,FWMF,Wolves,23,2000,15,10,755,8.4,0,0,0,0,0,0,1,0,1.0,1.0,1.4,2.4,32,20,98,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.29,0.12,0.29,Matches,7ba2eaa9,15,3,20.0,1.79,0.36,0.0,0.0,20.7,1,0.07,-1.0,-1.0,238,318,74.8,3842,863,138,153,90.2,69,99,69.7,24,46,52.2,1.3,-1.4,15,11,8,4,34,4.05,17,5,2,5,1,6,0.72,4,0,0,1,1,0,10,6,4,2,4,6,42.9,8,2,2,3,13,4,0,431,4,41,431,16,33.3,26,54.2,277,15,28,9,303
919,Rúben Neves,POR,MF,Wolves,26,1997,30,29,2617,29.1,6,0,6,3,3,3,11,0,5.1,2.7,1.2,3.9,26,198,17,0.21,0.0,0.21,0.1,0.1,0.18,0.04,0.22,0.09,0.13,Matches,44bfb6c5,60,13,21.7,2.06,0.45,0.05,0.23,26.5,10,0.05,0.9,0.3,1564,1880,83.2,33351,9057,510,564,90.4,750,829,90.5,288,420,68.6,1.2,-1.2,25,187,13,1,67,2.3,47,7,3,2,4,2,0.07,2,0,0,0,0,0,70,38,29,27,14,27,41.5,38,50,29,46,116,75,1,2216,158,22,2213,18,69.2,6,23.1,1191,1,19,11,1453
920,Moussa Niakhate,SEN,DF,Nott'ham Forest,27,1996,9,9,713,7.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,7,1,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,00242715,4,2,50.0,0.5,0.25,0.0,0.0,14.4,0,0.07,-0.3,-0.3,154,220,70.0,3200,1538,45,50,90.0,85,112,75.9,23,48,47.9,0.1,-0.1,1,10,0,0,7,0.89,4,3,0,0,0,1,0.13,0,1,0,0,0,0,6,2,5,1,0,3,37.5,5,14,8,11,17,39,0,308,68,4,308,0,0.0,3,100.0,108,0,4,1,116
921,Rasmus Nissen,DEN,DF,Leeds United,25,1997,21,16,1510,16.8,2,1,3,2,0,0,4,0,0.7,0.7,1.0,1.7,14,61,67,0.12,0.06,0.18,0.12,0.18,0.04,0.06,0.1,0.04,0.1,Matches,39769cff,11,4,36.4,0.66,0.24,0.18,0.5,15.2,0,0.06,1.3,1.3,575,838,68.6,9238,4024,290,355,81.7,235,328,71.6,36,97,37.1,0.8,0.0,8,43,15,2,24,1.43,20,1,2,0,0,3,0.18,2,0,1,0,0,0,54,28,30,18,6,35,59.3,24,24,13,27,81,46,0,1024,59,20,1024,7,46.7,7,46.7,414,4,5,3,504
922,Eddie Nketiah,ENG,FW,Arsenal,23,1999,26,9,1032,11.5,4,1,5,4,0,0,2,0,7.4,7.4,1.2,8.7,32,15,75,0.35,0.09,0.44,0.35,0.44,0.65,0.11,0.76,0.65,0.76,Matches,a53649b7,40,14,35.0,3.49,1.22,0.1,0.29,11.4,0,0.19,-3.4,-3.4,193,241,80.1,2708,337,123,142,86.6,56,66,84.8,7,10,70.0,1.3,-0.2,8,7,6,0,28,2.44,13,0,6,3,0,3,0.26,2,0,0,0,1,0,12,9,5,2,5,2,28.6,5,7,6,1,13,7,0,388,10,82,388,15,44.1,13,38.2,246,22,28,18,290
923,Matheus Nunes,POR,MF,Wolves,24,1998,29,26,2132,23.7,1,1,2,1,0,0,1,1,2.1,2.1,2.2,4.3,48,73,112,0.04,0.04,0.08,0.04,0.08,0.09,0.09,0.18,0.09,0.18,Matches,e6af02e0,24,7,29.2,1.01,0.3,0.04,0.14,17.8,0,0.09,-1.1,-1.1,705,894,78.9,12956,2559,335,395,84.8,246,287,85.7,104,152,68.4,1.1,-1.2,26,67,14,4,53,2.24,43,2,4,2,0,5,0.21,3,0,2,0,0,0,61,38,30,22,9,23,43.4,30,31,29,12,73,27,1,1178,52,47,1178,38,53.5,23,32.4,752,8,37,36,825
924,Darwin Núñez,URU,FW,Liverpool,23,1999,26,17,1531,17.0,9,3,12,9,0,0,1,1,11.4,11.4,5.3,16.7,59,28,167,0.53,0.18,0.71,0.53,0.71,0.67,0.31,0.98,0.67,0.98,Matches,4d77b365,81,35,43.2,4.76,2.06,0.11,0.26,15.2,0,0.14,-2.4,-2.4,236,363,65.0,3646,801,117,164,71.3,73,109,67.0,21,29,72.4,2.8,-2.3,25,11,11,1,50,2.94,32,1,4,6,0,2,0.12,2,0,0,0,0,0,10,4,2,3,5,4,26.7,11,9,9,3,13,11,0,578,10,146,578,18,45.0,16,40.0,358,30,38,26,454
925,Ethan Nwaneri,ENG,FW,Arsenal,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7f94982c,0,0,,0.0,0.0,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,0,1,0,,0,,0,0,0,0,0
926,Christian Nørgaard,DEN,MF,Brentford,29,1994,22,21,1763,19.6,1,3,4,1,0,0,6,0,1.6,1.6,3.1,4.7,4,73,8,0.05,0.15,0.2,0.05,0.2,0.08,0.16,0.24,0.08,0.24,Matches,df0a4c90,19,8,42.1,0.97,0.41,0.05,0.13,11.4,0,0.08,-0.6,-0.6,608,812,74.9,9879,3427,304,369,82.4,252,326,77.3,40,74,54.1,1.8,-0.1,12,68,8,2,32,1.63,24,1,1,2,0,7,0.36,3,0,0,3,1,0,52,30,21,29,2,18,37.5,30,32,23,34,86,41,2,1050,78,42,1050,8,42.1,10,52.6,454,2,14,10,526
927,Lewis O'Brien,ENG,MF,Nott'ham Forest,24,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,13,21,3,0.15,0.0,0.15,0.15,0.15,0.05,0.03,0.08,0.05,0.08,Matches,089667a5,7,2,28.6,1.08,0.31,0.14,0.5,23.8,0,0.05,0.7,0.7,166,214,77.6,2785,650,72,85,84.7,84,103,81.6,7,16,43.8,0.2,-0.2,4,19,3,0,21,3.24,14,0,1,3,2,0,0.0,0,0,0,0,0,0,16,9,4,11,1,6,50.0,6,13,11,5,21,9,0,297,19,3,297,7,41.2,3,17.6,157,2,12,7,166
928,Odeluga Offiah,ENG,DF,Brighton,20,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,65c3efa2,0,0,,0.0,0.0,,,,0,,0.0,0.0,4,6,66.7,57,8,2,4,50.0,2,2,100.0,0,0,,0.0,0.0,0,0,1,0,1,30.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,7,0,0,7,0,,0,,4,0,1,0,4
929,Angelo Ogbonna,ITA,DF,West Ham,34,1988,11,9,805,8.9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0,4,1,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,74b2cd7e,3,0,0.0,0.34,0.0,0.0,,12.6,0,0.09,-0.3,-0.3,192,238,80.7,3764,1210,49,61,80.3,117,134,87.3,21,36,58.3,0.1,-0.2,2,2,1,0,4,0.45,4,0,0,0,0,0,0.0,0,0,0,0,0,0,11,4,7,4,0,5,83.3,1,6,3,12,23,46,1,326,60,6,326,0,,0,,146,0,1,3,155
930,Michael Olise,FRA,FWMF,Crystal Palace,21,2001,32,26,2300,25.6,2,8,10,2,0,0,2,0,2.5,2.5,7.0,9.5,84,111,191,0.08,0.31,0.39,0.08,0.39,0.1,0.27,0.37,0.1,0.37,Matches,c4486bac,40,9,22.5,1.57,0.35,0.05,0.22,21.2,6,0.06,-0.5,-0.5,815,1175,69.4,13630,4011,432,497,86.9,276,371,74.4,88,223,39.5,4.9,1.0,57,63,39,11,118,4.62,60,31,13,7,3,10,0.39,6,4,0,0,0,0,51,31,25,22,4,24,44.4,30,40,39,22,73,13,0,1537,21,66,1537,48,40.0,51,42.5,862,27,74,42,1004
931,Robin Olsen,SWE,GK,Aston Villa,33,1990,4,2,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,e7ee38c3,0,0,,0.0,0.0,,,,0,,0.0,0.0,74,131,56.5,2049,1522,17,18,94.4,30,30,100.0,27,80,33.8,0.0,0.0,0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,1,0,141,119,0,141,0,,0,,80,0,1,0,57
932,Amadou Onana,BEL,MF,Everton,21,2001,28,26,2206,24.5,1,1,2,1,0,0,7,0,2.9,2.9,2.1,5.0,24,61,42,0.04,0.04,0.08,0.04,0.08,0.12,0.09,0.21,0.12,0.21,Matches,828657ff,32,6,18.8,1.26,0.24,0.03,0.17,16.7,0,0.09,-1.9,-1.9,741,890,83.3,11718,2612,392,443,88.5,278,322,86.3,48,72,66.7,1.5,-1.2,18,68,10,0,39,1.54,29,0,1,5,2,1,0.04,1,0,0,0,0,0,68,43,23,39,6,27,69.2,12,23,18,33,101,39,0,1198,56,46,1198,15,30.6,23,46.9,620,4,43,16,775
933,Josh Onomah,ENG,MF,Fulham,26,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6612cd8c,0,0,,0.0,0.0,,,,0,,0.0,0.0,4,6,66.7,54,0,3,3,100.0,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,,0,1,1,0,1,0,0,11,0,0,11,0,0.0,1,100.0,5,0,1,1,5
934,Paul Onuachu,NGA,FW,Southampton,28,1994,9,3,331,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,5,19,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.14,0.11,0.14,Matches,c06d1086,7,4,57.1,1.9,1.09,0.0,0.0,14.3,0,0.06,-0.4,-0.4,50,74,67.6,702,136,32,41,78.0,9,15,60.0,5,6,83.3,0.1,-0.1,4,4,1,0,7,1.9,5,0,0,1,0,0,0.0,0,0,0,0,0,0,2,2,1,1,0,1,33.3,2,2,1,0,2,3,0,122,5,16,122,8,66.7,3,25.0,64,0,19,8,97
935,Frank Onyeka,NGA,MF,Brentford,25,1998,16,5,611,6.8,0,1,1,0,0,0,0,0,0.8,0.8,0.5,1.4,3,20,14,0.0,0.15,0.15,0.0,0.15,0.12,0.08,0.2,0.12,0.2,Matches,2944f86f,5,2,40.0,0.74,0.29,0.0,0.0,11.0,0,0.17,-0.8,-0.8,130,178,73.0,2058,570,66,83,79.5,52,66,78.8,7,15,46.7,0.7,0.5,5,14,3,0,15,2.21,10,0,0,4,0,5,0.74,4,0,0,0,1,0,14,10,7,6,1,8,42.1,11,10,8,6,20,15,0,262,21,16,262,2,18.2,6,54.5,131,1,9,7,140
936,Mislav Oršić,CRO,MF,Southampton,30,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ee950928,0,0,,0.0,0.0,,,,0,,0.0,0.0,2,3,66.7,16,0,2,2,100.0,0,0,,0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,1,0,0,4,0,0,4,0,,0,,2,0,0,0,1
937,Dango Ouattara,BFA,MFFW,Bournemouth,21,2002,13,11,873,9.7,1,3,4,1,0,0,1,0,2.9,2.9,1.9,4.8,28,16,61,0.1,0.31,0.41,0.1,0.41,0.3,0.19,0.49,0.3,0.49,Matches,2f9e4435,21,5,23.8,2.16,0.51,0.05,0.2,14.4,0,0.14,-1.9,-1.9,144,233,61.8,2197,742,81,111,73.0,45,71,63.4,10,24,41.7,0.8,1.1,14,17,10,6,30,3.09,17,0,7,3,1,5,0.51,1,0,2,1,1,0,17,10,12,3,2,11,55.0,9,12,10,9,26,19,1,393,27,45,393,24,41.4,29,50.0,212,13,29,8,237
938,Alex Oxlade-Chamberlain,ENG,FWMF,Liverpool,29,1993,9,4,335,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.9,2.2,11,14,28,0.27,0.0,0.27,0.27,0.27,0.35,0.23,0.58,0.35,0.58,Matches,38c7feef,7,3,42.9,1.88,0.81,0.14,0.33,16.3,0,0.19,-0.3,-0.3,75,106,70.8,1253,347,39,45,86.7,24,34,70.6,8,14,57.1,0.2,-0.9,5,8,2,0,9,2.43,8,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,1,2,2,1,20.0,4,5,3,1,6,4,0,153,4,17,153,5,35.7,8,57.1,90,3,12,10,110
939,David Ozoh,nan,FW,Crystal Palace,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,d00d45ab,0,0,,0.0,0.0,,,,0,,0.0,0.0,3,3,100.0,24,0,3,3,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,4,0,,0,,2,0,1,0,4
940,João Palhinha,POR,MF,Fulham,27,1995,29,29,2582,28.7,3,0,3,3,0,0,12,0,2.4,2.4,0.3,2.7,5,89,17,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,Matches,a78ff07f,35,8,22.9,1.22,0.28,0.09,0.38,17.5,0,0.07,0.6,0.6,843,1026,82.2,14730,3457,421,483,87.2,314,368,85.3,90,129,69.8,0.4,-0.3,6,101,3,0,27,0.94,20,0,0,0,4,0,0.0,0,0,0,0,0,0,119,66,42,54,23,54,54.5,45,39,35,37,156,57,2,1405,70,29,1405,10,35.7,12,42.9,641,2,32,22,745
941,Cole Palmer,ENG,FWMF,Manchester City,20,2002,11,0,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,10,8,20,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches,dc7f8a28,2,0,0.0,1.2,0.0,0.0,,13.8,0,0.04,-0.1,-0.1,76,87,87.4,1228,166,39,41,95.1,31,34,91.2,4,8,50.0,0.3,-0.2,3,3,5,1,5,3.0,4,0,1,0,0,0,0.0,0,0,0,0,0,0,4,1,0,2,2,2,100.0,0,0,0,1,5,2,0,116,3,15,116,7,63.6,3,27.3,79,7,10,4,90
942,Emerson Palmieri,ITA,DF,West Ham,28,1994,16,12,984,10.9,1,0,1,1,0,0,2,0,0.7,0.7,0.6,1.3,32,35,42,0.09,0.0,0.09,0.09,0.09,0.06,0.06,0.12,0.06,0.12,Matches,e0bc6fdc,8,3,37.5,0.73,0.27,0.13,0.33,13.0,0,0.09,0.3,0.3,411,524,78.4,5823,2001,259,282,91.8,117,148,79.1,22,48,45.8,0.6,-0.6,9,25,8,3,21,1.92,16,1,1,1,1,0,0.0,0,0,0,0,0,0,18,9,6,10,2,9,50.0,9,13,10,10,28,26,0,635,43,21,635,5,27.8,8,44.4,285,6,5,7,380
943,Lucas Paquetá,BRA,MF,West Ham,25,1997,23,22,1744,19.4,4,2,6,3,1,1,4,0,3.9,3.1,1.5,4.6,13,114,52,0.21,0.1,0.31,0.15,0.26,0.2,0.08,0.28,0.16,0.24,Matches,9b6f7fd5,43,11,25.6,2.22,0.57,0.07,0.27,18.7,1,0.07,0.1,-0.1,713,912,78.2,11146,3537,376,443,84.9,250,312,80.1,55,83,66.3,1.7,0.5,24,79,25,3,63,3.25,45,1,3,5,3,9,0.46,4,0,0,3,2,0,57,42,21,27,9,21,38.9,33,32,29,13,70,29,0,1165,40,40,1164,21,51.2,12,29.3,598,5,36,34,746
944,Thomas Partey,GHA,MF,Arsenal,29,1993,28,26,2256,25.1,3,0,3,3,0,0,4,0,2.2,2.2,1.3,3.6,25,205,24,0.12,0.0,0.12,0.12,0.12,0.09,0.05,0.14,0.09,0.14,Matches,529f49ab,28,4,14.3,1.12,0.16,0.11,0.75,20.4,0,0.08,0.8,0.8,1544,1775,87.0,27217,8386,700,765,91.5,646,727,88.9,166,225,73.8,2.2,-1.3,24,213,20,2,67,2.67,58,2,1,1,3,5,0.2,5,0,0,0,0,0,66,39,20,31,15,25,48.1,27,24,19,26,92,38,1,2038,73,24,2038,29,74.4,8,20.5,1245,1,31,17,1478
945,Nathan Patterson,SCO,DFMF,Everton,21,2001,15,11,1025,11.4,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,14,20,44,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,230f0471,8,1,12.5,0.7,0.09,0.0,0.0,18.2,0,0.06,-0.5,-0.5,413,540,76.5,6140,2185,241,267,90.3,145,192,75.5,19,54,35.2,0.6,-0.4,5,17,6,2,19,1.67,15,1,0,2,1,0,0.0,0,0,0,0,0,0,39,17,25,11,3,23,62.2,14,20,17,12,51,35,0,690,52,17,690,10,47.6,10,47.6,285,3,20,9,358
946,Ben Pearson,ENG,MF,Bournemouth,28,1995,7,3,286,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,a6b461e7,2,1,50.0,0.63,0.31,0.0,0.0,25.2,0,0.02,0.0,0.0,108,134,80.6,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,0.0,0.0,0,8,0,0,2,0.63,1,0,0,0,0,0,0.0,0,0,0,0,0,0,7,3,3,3,1,1,33.3,2,4,4,2,9,6,0,162,8,0,162,0,0.0,0,0.0,72,0,6,0,100
947,Facundo Pellistri,URU,FWMF,Manchester Utd,21,2001,3,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ac7e7b1c,0,0,,0.0,0.0,,,,0,,0.0,0.0,12,13,92.3,150,6,6,7,85.7,5,5,100.0,0,0,,0.0,0.0,0,0,0,0,1,1.58,1,0,0,0,0,1,1.58,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,19,0,1,19,0,0.0,1,100.0,9,0,2,0,11
948,Andreas Pereira,BRA,MF,Fulham,27,1996,32,32,2635,29.3,4,6,10,3,1,1,8,0,7.3,6.5,5.2,11.7,53,120,132,0.14,0.2,0.34,0.1,0.31,0.25,0.18,0.43,0.22,0.4,Matches,6639e500,61,22,36.1,2.08,0.75,0.05,0.14,21.3,12,0.11,-3.3,-3.5,687,1046,65.7,12872,4162,327,409,80.0,226,309,73.1,114,246,46.3,3.8,0.8,60,85,21,9,116,3.96,55,44,2,6,0,11,0.38,4,5,0,2,0,0,18,9,3,6,9,8,24.2,25,21,18,5,23,8,0,1290,14,66,1289,17,34.7,25,51.0,712,10,52,50,835
949,Ricardo Pereira,POR,DFMF,Leicester City,29,1993,8,4,387,4.3,1,1,2,1,0,0,1,0,0.1,0.1,0.5,0.6,5,25,14,0.23,0.23,0.47,0.23,0.47,0.03,0.11,0.14,0.03,0.14,Matches,75a72a99,2,1,50.0,0.47,0.23,0.5,1.0,17.8,0,0.06,0.9,0.9,228,285,80.0,3692,1328,114,130,87.7,100,117,85.5,10,20,50.0,0.6,0.5,6,24,9,3,14,3.26,13,0,0,1,0,1,0.23,1,0,0,0,0,0,8,5,6,2,0,5,35.7,9,5,4,4,12,16,0,331,18,4,331,4,66.7,1,16.7,160,2,4,3,198
950,Ayoze Pérez,ESP,MFFW,Leicester City,29,1993,8,3,382,4.2,0,1,1,0,0,0,0,0,1.1,1.1,1.5,2.6,17,20,43,0.0,0.24,0.24,0.0,0.24,0.27,0.35,0.62,0.27,0.62,Matches,819aa8e7,8,2,25.0,1.88,0.47,0.0,0.0,15.9,0,0.14,-1.1,-1.1,118,171,69.0,1698,468,75,89,84.3,28,43,65.1,9,18,50.0,0.6,-0.5,11,13,6,0,14,3.29,11,2,0,1,0,2,0.47,1,0,0,0,1,0,11,8,5,4,2,8,42.1,11,6,6,2,13,3,0,244,3,17,244,6,28.6,12,57.1,132,6,12,11,155
951,Ivan Perišić,CRO,DFMF,Tottenham,34,1989,30,21,1936,21.5,1,7,8,1,0,0,6,0,2.5,2.5,5.2,7.6,79,56,164,0.05,0.33,0.37,0.05,0.37,0.12,0.24,0.36,0.12,0.36,Matches,6fe90922,29,8,27.6,1.3,0.36,0.03,0.13,15.3,2,0.09,-1.6,-1.6,674,1062,63.5,11913,3364,334,419,79.7,238,365,65.2,87,202,43.1,4.9,1.3,45,25,35,23,67,3.0,48,16,0,1,0,8,0.36,5,3,0,0,0,0,38,21,22,9,7,24,57.1,18,28,22,20,58,44,1,1294,66,92,1294,16,44.4,17,47.2,578,34,31,13,701
952,Romain Perraud,FRA,DF,Southampton,25,1997,28,21,1800,20.0,2,2,4,2,0,0,4,0,1.3,1.3,1.9,3.2,32,60,121,0.1,0.1,0.2,0.1,0.2,0.06,0.1,0.16,0.06,0.16,Matches,6dfd8f05,30,6,20.0,1.47,0.29,0.07,0.33,22.3,0,0.04,0.7,0.7,623,885,70.4,8776,3419,377,443,85.1,200,270,74.1,26,91,28.6,1.9,0.1,15,47,15,8,38,1.86,23,1,4,1,1,5,0.25,3,0,1,0,1,0,54,33,23,23,8,28,53.8,24,24,18,20,74,42,0,1153,54,39,1153,10,26.3,25,65.8,609,5,27,14,626
953,Máximo Perrone,ARG,MF,Manchester City,20,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,53552942,0,0,,0.0,0.0,,,,0,,0.0,0.0,18,21,85.7,228,32,11,12,91.7,5,5,100.0,0,0,,0.0,0.0,0,0,0,0,1,4.74,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,22,0,2,22,0,,0,,8,0,0,0,19
954,Kalvin Phillips,ENG,MF,Manchester City,27,1995,7,0,109,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,0,7,0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,4f565d77,2,0,0.0,1.65,0.0,0.0,,21.9,0,0.05,-0.1,-0.1,122,134,91.0,2238,375,46,52,88.5,61,62,98.4,13,17,76.5,0.0,0.0,1,15,0,0,2,1.65,1,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,2,3,0,2,40.0,3,3,2,2,7,5,0,156,8,3,156,0,,0,,89,0,1,0,123
955,Nathaniel Phillips,ENG,DF,Liverpool,26,1997,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,515ebe8d,1,0,0.0,1.36,0.0,0.0,,10.8,0,0.04,0.0,0.0,71,82,86.6,1364,602,32,34,94.1,27,29,93.1,9,14,64.3,0.0,0.0,0,7,0,0,1,1.36,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,2,0,2,100.0,0,0,0,2,4,1,0,89,3,1,89,0,,0,,69,0,2,0,60
